name,emotion,timestamp
Inconnu,neutral,2025-06-26 20:49:14
Inconnu,fear,2025-06-26 20:49:16
Inconnu,sad,2025-06-26 20:49:18
Inconnu,sad,2025-06-26 20:49:20
Inconnu,happy,2025-06-26 20:49:22
Inconnu,neutral,2025-06-26 20:49:24
Inconnu,happy,2025-06-26 20:49:26
Inconnu,happy,2025-06-26 20:49:28
Inconnu,happy,2025-06-26 20:49:30
Inconnu,sad,2025-06-26 20:49:32
Inconnu,sad,2025-06-26 20:49:34
Inconnu,neutral,2025-06-26 20:49:36
Inconnu,neutral,2025-06-26 20:49:38
Inconnu,happy,2025-06-26 20:49:40
Inconnu,happy,2025-06-26 20:49:42
Inconnu,neutral,2025-06-26 20:49:44
Inconnu,surprise,2025-06-26 20:49:46
Inconnu,neutral,2025-06-26 20:49:48
Inconnu,fear,2025-06-26 20:49:50
Inconnu,fear,2025-06-26 20:49:52
Inconnu,neutral,2025-06-26 20:49:54
Inconnu,sad,2025-06-26 20:49:56
Inconnu,neutral,2025-06-26 20:49:58
Inconnu,neutral,2025-06-26 20:50:00
Inconnu,fear,2025-06-26 20:50:02
Inconnu,angry,2025-06-26 20:50:04
Inconnu,angry,2025-06-26 20:50:06
Inconnu,neutral,2025-06-26 20:50:08
Inconnu,neutral,2025-06-26 20:50:10
Inconnu,happy,2025-06-26 20:50:12
Inconnu,happy,2025-06-26 20:50:14
Inconnu,happy,2025-06-26 20:50:16
Inconnu,sad,2025-06-26 20:50:18
Inconnu,neutral,2025-06-26 20:50:20
Inconnu,fear,2025-06-26 20:50:22
Inconnu,surprise,2025-06-26 20:50:24
Inconnu,surprise,2025-06-26 20:50:26
Inconnu,neutral,2025-06-26 20:50:28
Inconnu,neutral,2025-06-26 20:50:30
Inconnu,fear,2025-06-26 20:50:32
Inconnu,happy,2025-06-26 20:50:34
Inconnu,sad,2025-06-26 20:50:42
Inconnu,sad,2025-06-26 20:50:44
Inconnu,sad,2025-06-26 20:50:46
Inconnu,sad,2025-06-26 20:50:48
Inconnu,sad,2025-06-26 20:50:50
Inconnu,neutral,2025-06-26 20:50:52
Inconnu,sad,2025-06-26 20:50:54
Inconnu,neutral,2025-06-26 20:59:21
Inconnu,fear,2025-06-26 20:59:23
Inconnu,fear,2025-06-26 20:59:25
Inconnu,fear,2025-06-26 20:59:27
Inconnu,neutral,2025-06-26 20:59:29
Inconnu,fear,2025-06-26 21:03:46
Inconnu,sad,2025-06-26 21:03:48
Inconnu,neutral,2025-06-26 21:03:50
Inconnu,sad,2025-06-26 21:03:52
Inconnu,sad,2025-06-26 21:03:54
Inconnu,neutral,2025-06-26 21:04:02
Inconnu,happy,2025-06-26 21:04:04
Inconnu,fear,2025-06-26 21:04:06
Inconnu,neutral,2025-06-26 21:32:29
Inconnu,neutral,2025-06-26 21:32:30
Inconnu,sad,2025-06-26 21:32:31
Inconnu,sad,2025-06-26 21:32:32
Inconnu,neutral,2025-06-26 21:32:36
Inconnu,neutral,2025-06-26 21:32:37
Inconnu,neutral,2025-06-26 21:32:38
Inconnu,sad,2025-06-26 21:32:39
Inconnu,neutral,2025-06-26 21:32:40
Inconnu,neutral,2025-06-26 21:32:41
Inconnu,sad,2025-06-26 21:32:42
Inconnu,neutral,2025-06-26 21:32:43
Inconnu,sad,2025-06-26 21:32:44
Inconnu,neutral,2025-06-26 21:32:45
Inconnu,neutral,2025-06-26 21:32:46
Inconnu,neutral,2025-06-26 21:32:48
Inconnu,neutral,2025-06-26 21:32:49
Inconnu,neutral,2025-06-26 21:32:50
Inconnu,sad,2025-06-26 21:32:51
Inconnu,neutral,2025-06-26 21:32:52
Inconnu,happy,2025-06-26 21:32:53
Inconnu,happy,2025-06-26 21:32:54
Inconnu,fear,2025-06-26 21:32:55
Inconnu,neutral,2025-06-26 21:32:56
Inconnu,neutral,2025-06-26 21:32:57
Inconnu,sad,2025-06-26 21:32:59
Inconnu,sad,2025-06-26 21:33:00
Inconnu,neutral,2025-06-26 21:33:02
Inconnu,fear,2025-06-26 21:33:04
Inconnu,fear,2025-06-26 21:33:06
Inconnu,sad,2025-06-26 21:33:08
Inconnu,sad,2025-06-26 21:33:12
Inconnu,angry,2025-06-26 21:33:13
Inconnu,sad,2025-06-26 21:33:14
Inconnu,angry,2025-06-26 21:33:19
Inconnu,angry,2025-06-26 21:33:21
Inconnu,sad,2025-06-26 21:33:23
Inconnu,sad,2025-06-26 21:33:31
Inconnu,sad,2025-06-26 21:33:33
Inconnu,neutral,2025-06-26 21:36:35
Inconnu,neutral,2025-06-26 21:36:36
Inconnu,neutral,2025-06-26 21:36:37
Inconnu,happy,2025-06-26 21:36:38
Inconnu,neutral,2025-06-26 21:36:39
Inconnu,happy,2025-06-26 21:36:40
Inconnu,neutral,2025-06-26 21:36:41
Inconnu,sad,2025-06-26 21:36:42
Inconnu,neutral,2025-06-26 21:36:43
